,PRICE,TRD_VOLUME,MINERS_FEE,TRAN_VOL,PRICE_VOL,MINERS_REVENUE,DIFFICULTY,TRAN_BLOCK,HASH_RATE,MONEY_SUPPLY,BCH_PRICE
2014-03-24,572.0,5621252.846030001,11.30486757,80468.0,85.72841498889788,5361.30486757,4250217920.0,321.0,36641.89817835582,12553525.0,564.25
2014-03-25,580.02,7230990.789360001,12.56148514,89421.0,83.64424854723684,4712.56148514,5006860589.0,371.0,38467.00863722098,12558225.0,574.88
2014-03-26,585.7,6384680.233080001,14.78010341,80189.0,83.82171438182324,3939.78010341,5006860589.0,375.0,39642.62310974706,12562150.0,563.9
2014-03-27,520.2,17947985.1301,15.07958081,160735.0,79.18448259491807,3990.07958081,5006860589.0,361.0,40466.79073609084,12566125.0,581.1
2014-03-28,503.0,21660004.8214,14.03211189,170629.0,90.01595835459528,4339.03211189,5006860589.0,360.0,41275.63583656121,12570450.0,512.9
2014-03-29,499.94,6383424.6654199995,11.83330298,73750.0,83.56605667100425,4361.83330298,5006860589.0,323.0,41848.39194857247,12574800.0,501.32
2014-03-30,449.02,11680078.817,10.04636588,96345.0,83.57360989480534,4385.04636588,5006860589.0,326.0,42939.62863922421,12579175.0,497.05
2014-03-31,457.0,9899400.51464,10.59980667,121990.0,86.73074960032088,3510.59980667,5006860589.0,333.0,41458.36094239488,12582675.0,462.2
2014-04-01,479.51,11933723.0391,12.78271108,123138.0,86.73138189883622,4512.78271108,5006860589.0,334.0,41173.91249682099,12587175.0,457.6
2014-04-02,445.0,13183696.263,12.44114174,119980.0,88.55013074452646,4287.44114174,5006860589.0,426.0,41671.69727657531,12591450.0,478.67
2014-04-03,446.31,13651170.1497,12.98500184,151898.0,63.781195926519295,4937.98500184,5006860589.0,449.0,43022.827393051295,12596375.0,449.1
2014-04-04,446.01,7827738.07648,13.69518395,130438.0,63.48489758938725,5113.69518395,5006860589.0,443.0,44125.065119650135,12601475.0,442.61
2014-04-05,451.84,2413207.41084,13.44329302,116985.0,64.10599135963643,4888.44329302,5006860589.0,394.0,44871.7422892816,12606350.0,447.95
2014-04-06,459.67,2858575.7456900002,10.99179199,74717.0,64.91442483568117,4285.99179199,6119726089.0,448.0,46080.927257262316,12610625.0,457.53
2014-04-07,447.74,3185471.98925,10.54407411,82134.0,63.83411486146596,3785.54407411,6119726089.0,324.0,47665.39350621834,12614400.0,460.37
2014-04-08,454.07,2590340.95081,14.34759099,107819.0,63.945674475903985,3789.34759099,6119726089.0,248.0,47827.617527304894,12618175.0,449.64
2014-04-09,443.1,3635252.10153,14.64647701,88481.0,62.152821873378564,3364.64647701,6119726089.0,353.0,47571.04248151316,12621525.0,450.79
2014-04-10,401.0,14696324.8165,20.16840701,223282.0,62.46363470530445,4045.16840701,6119726089.0,384.0,47563.40388996044,12625550.0,437.47
2014-04-11,427.99,23034954.2046,14.62863668,202939.0,73.24651641987637,3889.62863668,6119726089.0,459.0,47046.1187080074,12629425.0,386.66
2014-04-12,424.98,5630343.87206,13.62430653,67790.0,78.78462775707051,4238.62430653,6119726089.0,386.0,47457.264495212345,12633650.0,414.53
2014-04-13,405.0,3924022.19855,9.12566201,51603.0,79.18772206510617,4034.12566201,6119726089.0,362.0,47022.6741610071,12637675.0,422.03
2014-04-14,453.14,14248632.2169,10.21770663,102841.0,79.2086189537044,4685.21770663,6119726089.0,347.0,48587.19936414598,12642350.0,413.6
2014-04-15,489.91,14255961.1123,15.35093555,123184.0,91.53654383562616,4840.35093555,6119726089.0,290.0,50412.47876780798,12647175.0,465.45
2014-04-16,511.5,17293604.9893,16.78976013,168467.0,96.02025878384323,4566.78976013,6119726089.0,327.0,52498.512371993136,12651725.0,500.99
2014-04-17,495.0,10999219.5818,14.09259016,133415.0,97.13811792752855,3989.09259016,6119726089.0,475.0,52411.59430515208,12655700.0,518.77
2014-04-18,479.98,5910268.09861,15.22639041,73575.0,97.81726259544794,4240.22639041,6978842650.0,412.0,54051.08774239796,12659925.0,498.45
2014-04-19,499.9,4766233.24969,12.03683424,56344.0,98.31502960672786,4012.03683424,6978842650.0,460.0,54636.11451911245,12663925.0,481.16
2014-04-20,500.19,3517855.7416199995,12.55920125,46942.0,98.33719355477665,3987.55920125,6978842650.0,475.0,55519.25354178623,12667900.0,496.48
2014-04-21,496.5,4077741.3832300003,10.72734539,137488.0,98.38785788089865,4460.72734539,6978842650.0,328.0,56214.09810221939,12672350.0,498.76
2014-04-22,493.33,3319630.72023,12.954364100000001,83726.0,98.03576306914144,4287.9543641,6978842650.0,301.0,56301.26831229513,12676625.0,494.62
2014-04-23,487.3,3387938.33633,15.947844199999999,118704.0,98.02312590417743,3865.9478442,6978842650.0,378.0,56023.967526113425,12680475.0,489.03
2014-04-24,491.6,2950180.15545,13.8605805,75497.0,97.65852792794847,4138.8605805,6978842650.0,406.0,57291.38474405763,12684600.0,486.85
2014-04-25,459.15,14864619.0544,14.57649961,124699.0,97.55674756768576,3789.57649961,6978842650.0,437.0,56399.30435876953,12688375.0,481.38
2014-04-26,463.88,5488431.2551,13.80850993,79202.0,97.54450538844073,4563.80850993,6978842650.0,362.0,57489.62482967722,12692925.0,461.23
2014-04-27,440.1,3004849.9903700002,8.90624969,61661.0,87.91927329116285,4083.90624969,6978842650.0,355.0,57687.8649152968,12697000.0,457.93
2014-04-28,447.0,7435225.807189999,11.79903084,104575.0,88.53934840917766,4436.79903084,6978842650.0,389.0,57638.304893891895,12701425.0,440.41
2014-04-29,447.7,5867459.59143,12.91264939,96387.0,88.52796934034704,3812.91264939,6978842650.0,337.0,56696.664487198905,12705225.0,439.29
2014-04-30,449.0,6613111.09721,12.51455899,98226.0,85.08392149555179,4287.51455899,8000872136.0,507.0,58780.28724900526,12709500.0,443.31
2014-05-01,460.01,4875835.14374,13.10079675,75492.0,85.0688797564293,3438.10079675,8000872136.0,412.0,58386.9401497587,12712925.0,446.22
2014-05-02,447.51,3482262.3796599996,10.82073553,68872.0,83.80246258724615,4410.82073553,8000872136.0,432.0,60903.33262660312,12717325.0,455.13
2014-05-03,434.5,3330775.1949,12.10729467,71025.0,80.94694937192895,4037.10729467,8000872136.0,438.0,61031.09548742567,12721350.0,448.08
2014-05-04,436.21,2183121.32116,10.10561378,51731.0,81.34475249379247,3560.10561378,8000872136.0,407.0,61020.958081812285,12724900.0,436.12
2014-05-05,427.83,3702307.56465,10.34145858,63124.0,81.2245873888175,3785.34145858,8000872136.0,337.0,60828.341748012506,12728675.0,434.63
2014-05-06,430.33,3589800.1692699995,13.10147244,73762.0,80.87079713276495,3138.10147244,8000872136.0,311.0,60397.459765053434,12731800.0,430.67
2014-05-07,446.65,4859661.74835,14.75608815,107866.0,80.8351889134877,4864.75608815,8000872136.0,446.0,61704.272158841064,12736650.0,427.55
2014-05-08,441.5,3672052.53392,13.69391982,80784.0,80.99533104323574,3988.69391982,8000872136.0,415.0,62954.26662246398,12740625.0,438.17
2014-05-09,452.02,3479164.1275400002,13.45103596,80315.0,80.98696679396491,4188.45103596,8000872136.0,466.0,62442.90525098187,12744800.0,438.25
2014-05-10,452.42,1987268.04243,15.67764821,57674.0,80.55081538816144,4265.67764821,8000872136.0,438.0,62954.266622463976,12749050.0,446.24
2014-05-11,435.0,4017454.8715,10.0208234,48972.0,66.9908518161002,4485.0208234,8000872136.0,378.0,65056.5300385571,12753525.0,451.43
2014-05-12,441.5,2146397.56703,9.93399018,68430.0,63.69428012374792,3809.93399018,8000872136.0,303.0,65113.34796872178,12757325.0,439.36
2014-05-13,438.95,2631621.40245,13.91050028,83942.0,63.438362073960754,4113.91050028,8853416309.0,328.0,68322.15480465909,12761425.0,438.87
2014-05-14,447.49,2580421.61955,12.13564818,108047.0,62.98169740331909,4062.13564818,8853416309.0,341.0,67484.77997012965,12765475.0,437.84
2014-05-15,448.99,2812034.1688099997,12.01383616,102236.0,47.26212956734538,3762.01383616,8853416309.0,388.0,67881.56575674037,12769225.0,443.26
2014-05-16,449.51,1673318.64424,12.89668685,76781.0,38.79340621174144,4312.89668685,8853416309.0,399.0,69206.9974821769,12773525.0,444.92
2014-05-17,449.08,1210724.5628,11.59397106,44004.0,36.29478772968551,4511.59397106,8853416309.0,425.0,70864.95337353511,12778025.0,446.33
2014-05-18,447.14,1040708.5263299999,9.3796086,49953.0,34.062897616426895,4334.3796086,8853416309.0,472.0,71571.44218154746,12782350.0,446.42
2014-05-19,446.42,1830522.70062,8.98159656,70443.0,32.095381715257325,4308.98159656,8853416309.0,346.0,73749.14285945418,12786650.0,444.9
2014-05-20,485.01,11431636.3559,11.01320317,123478.0,32.52016642208495,4211.01320317,8853416309.0,357.0,74000.63183766202,12790850.0,460.48
2014-05-21,494.87,5867533.834869999,13.41766529,106597.0,35.450393217926504,4438.41766529,8853416309.0,389.0,74943.71550594151,12795275.0,478.49
2014-05-22,523.84,8273162.5755199995,13.00665803,105031.0,36.4878586817032,4388.00665803,8853416309.0,519.0,76515.52161974061,12799650.0,490.43
2014-05-23,527.47,9905039.89549,12.65531062,123218.0,40.85745996525958,4312.65531062,8853416309.0,408.0,76515.52161974061,12803950.0,517.66
2014-05-24,521.52,4227327.36092,13.03623779,343643.0,40.95445613737215,4138.03623779,8853416309.0,503.0,75572.43795146114,12808075.0,524.19
2014-05-25,575.0,11020114.3446,10.98420875,109973.0,41.14213137795488,3860.98420875,10455720138.0,410.0,76130.18632307374,12811925.0,535.36
2014-05-26,584.0,6905630.69135,10.22026124,112124.0,41.620904486419846,4035.22026124,10455720138.0,362.0,77270.56360647023,12815950.0,566.38
2014-05-27,581.87,11110797.8591,12.28729007,116143.0,41.84687978663465,3962.28729007,10455720138.0,295.0,78439.67701068944,12819900.0,581.56
2014-05-28,574.33,5211005.77788,12.42826454,142571.0,39.15448350490853,3412.42826454,10455720138.0,341.0,77409.41925978349,12823300.0,573.32
2014-05-29,568.0,5341070.01597,13.99930021,79932.0,39.15588777257753,4238.99930021,10455720138.0,371.0,78955.18742921774,12827525.0,571.84
2014-05-30,609.03,10417485.6296,11.66892077,106677.0,39.35914674406465,3536.66892077,10455720138.0,363.0,78610.54566338014,12831050.0,583.53
2014-05-31,620.45,8690735.14155,11.79853674,88724.0,40.814608014780475,4186.79853674,10455720138.0,459.0,80636.5343734106,12835225.0,607.55
2014-06-01,674.98,9828012.8575,9.40515595,97445.0,40.81929869257103,3684.40515595,10455720138.0,438.0,80116.77770617868,12838900.0,619.78
2014-06-02,631.49,13128228.4851,10.90312281,87513.0,40.18793675755776,4385.90312281,10455720138.0,347.0,81156.29104064254,12843275.0,637.66
2014-06-03,673.9,15062190.4919,11.82661054,124768.0,37.680447136130425,4836.82661054,10455720138.0,318.0,83755.07437680218,12848100.0,644.3
2014-06-04,644.66,11331619.527999999,13.20647766,102635.0,37.430094721419174,4463.20647766,10455720138.0,411.0,86873.61438019374,12852550.0,660.72
2014-06-05,658.72,7171685.02365,12.30727825,96736.0,40.08507754353632,4537.30727825,10455720138.0,369.0,87764.62580973419,12857075.0,639.39
2014-06-06,655.75,3423735.08983,12.1615177,102011.0,39.528066922222116,3812.1615177000003,11756551917.0,421.0,89985.53402516805,12860875.0,654.25
2014-06-07,654.3,5282829.0175,10.764087,61227.0,39.92427575276104,3485.7640869999996,11756551917.0,397.0,89190.56351170983,12864350.0,650.66
2014-06-08,652.0,1650470.75985,9.09339088,46036.0,39.81806898932354,3884.09339088,11756551917.0,387.0,91216.43231196297,12868225.0,652.67
2014-06-09,650.93,3773083.5432,8.61778129,53422.0,40.40622383638225,3408.61778129,11756551917.0,335.0,89576.98787922162,12871625.0,647.99
2014-06-10,649.89,4358768.8156,10.8608585,172653.0,40.57671709510387,3910.8608585,11756551917.0,289.0,88270.80163276623,12875525.0,649.14
2014-06-11,639.99,4917376.85601,11.975130199999999,147050.0,38.187992676253856,4186.9751302,11756551917.0,321.0,88996.75610506449,12879700.0,651.43
2014-06-12,617.0,5290172.33935,11.18863738,146414.0,39.835699408621274,3661.18863738,11756551917.0,377.0,87746.69362285119,12883350.0,637.21
2014-06-13,582.0,20999116.4711,12.73716064,303283.0,45.36898440867829,4312.73716064,11756551917.0,394.0,89416.4689534478,12887650.0,605.43
2014-06-14,557.92,8696987.115460001,11.61794928,69826.0,46.66043891012438,4086.61794928,11756551917.0,412.0,91420.19935016369,12891725.0,593.12
2014-06-15,560.49,3812291.51055,9.09514956,56701.0,49.54826726449362,4459.09514956,11756551917.0,323.0,93340.4409803498,12896175.0,570.85
2014-06-16,595.0,8714228.15506,9.70837958,83548.0,49.51508520684994,4759.70837958,11756551917.0,274.0,97848.83437296064,12900925.0,576.37
2014-06-17,597.65,3078078.8333900003,11.93240244,70636.0,50.0032136905667,4711.93240244,11756551917.0,261.0,100520.47490191518,12905625.0,594.26
2014-06-18,604.6,5370642.47576,11.95860024,84951.0,49.795473906877184,4611.95860024,11756551917.0,358.0,101939.78393292226,12910225.0,602.02
2014-06-19,604.32,1828068.31575,12.78271095,79551.0,49.07261007276415,3962.78271095,13462580115.0,327.0,104855.867021494,12914175.0,603.48
2014-06-20,593.33,4531653.29796,11.74113797,69300.0,48.17032852652112,4186.74113797,13462580115.0,342.0,106461.6788069822,12918350.0,599.77
2014-06-21,590.99,2181393.92394,10.7624985,57721.0,48.35691250533163,4660.7624985,13462580115.0,364.0,110635.36681425537,12923000.0,591.11
2014-06-22,596.08,2470475.72685,9.14470063,49948.0,45.19029528242484,4659.14470063,13462580115.0,335.0,113556.72332358107,12927650.0,591.8
2014-06-23,591.5,2906661.94415,9.14202487,82116.0,45.184196018127864,4509.14202487,13462580115.0,304.0,114902.59021675414,12932150.0,599.1
2014-06-24,585.54,2312887.33764,11.33256096,222986.0,45.5171192226931,4411.33256096,13462580115.0,300.0,116033.01836445711,12936550.0,587.56
2014-06-25,567.0,5713137.18193,10.9860565,105601.0,41.33604826387923,4710.9860565,13462580115.0,496.0,118644.65041386875,12941250.0,584.29
2014-06-26,569.0,3089629.1110900003,12.30790257,112624.0,41.69758753894315,4687.30790257,13462580115.0,514.0,121417.16843320975,12945925.0,566.76
2014-06-27,588.97,4008598.5635900004,10.10366578,68777.0,42.13099836028247,4285.10366578,13462580115.0,487.0,121799.58471173955,12950200.0,579.23
2014-06-28,597.08,3682753.6602,10.67664091,64313.0,43.245724557805254,4935.67664091,13462580115.0,475.0,122851.22947769648,12955125.0,596.02
2014-06-29,596.0,986521.497695,9.34513432,48428.0,43.09022644824844,4559.34513432,13462580115.0,386.0,122468.81319916667,12959675.0,606.34
2014-06-30,620.0,7341093.03142,8.93020091,86128.0,41.13925746091779,3933.93020091,16818461371.0,319.0,124011.49340428927,12963600.0,596.2
2014-07-01,654.45,7233282.59393,11.87985972,137371.0,45.27317814274155,3311.87985972,16818461371.0,358.0,122950.69613969912,12966900.0,631.09
2014-07-02,654.0,4473747.88999,13.1681984,107612.0,44.96006072815014,3338.1681984,16818461371.0,431.0,120862.08578944928,12970225.0,646.47
2014-07-03,644.04,2873518.20482,12.61848038,87309.0,44.839976941235896,3437.61848038,16818461371.0,432.0,119346.82250855069,12973650.0,649.16
2014-07-04,635.49,5984390.056,10.77515105,82713.0,44.272127750660964,3485.77515105,16818461371.0,444.0,119600.09584163064,12977125.0,638.62
2014-07-05,632.78,1483175.51813,10.31852456,47631.0,42.89616558573294,4160.31852456,16818461371.0,416.0,120592.42861236894,12981275.0,632.62
2014-07-06,634.49,2033092.69148,8.04536289,44509.0,42.07989862984501,3808.04536289,16818461371.0,399.0,121346.72192857819,12985075.0,629.67
2014-07-07,621.98,4154806.7924699998,9.29735673,62176.0,42.13619646845196,3559.29735673,16818461371.0,328.0,119555.18567963266,12988625.0,633.77
2014-07-08,623.7,1898911.7156200001,11.51659533,92941.0,42.45263745629414,3761.51659533,16818461371.0,344.0,121705.02917836727,12992375.0,623.46
2014-07-09,624.84,1504875.44234,12.08565701,89343.0,42.40335153123272,3762.08565701,16818461371.0,412.0,123735.43692717224,12996125.0,622.52
2014-07-10,619.78,3861342.39076,11.92583516,74534.0,42.40170079431061,4161.92583516,16818461371.0,503.0,127199.07367513364,13000275.0,623.51
2014-07-11,630.31,3164691.20355,10.91249194,72223.0,42.452690997764634,3735.91249194,16818461371.0,410.0,128393.43117443065,13004000.0,617.73
2014-07-12,631.98,3241515.39792,10.83844878,53650.0,42.26942001191568,3910.83844878,16818461371.0,401.0,127199.0736751336,13007900.0,628.09
2014-07-13,630.9,2537902.19703,8.76110833,60381.0,38.16418441165415,3933.76110833,17336316979.0,392.0,128373.62535031847,13011825.0,632.6
2014-07-14,622.8,2119002.35713,9.34367576,63863.0,37.59531604368947,4009.34367576,17336316979.0,340.0,131111.87437826218,13015825.0,625.94
2014-07-15,623.17,2130092.2230700003,11.987409399999999,67184.0,34.921674863595904,3386.9874094000006,17336316979.0,322.0,129816.8052945868,13019200.0,620.97
2014-07-16,619.48,2671748.78221,12.37117878,107334.0,34.83913439939425,3987.37117878,17336316979.0,413.0,131476.45503860564,13023175.0,621.6
2014-07-17,626.0,4091992.9257900002,12.70639483,71397.0,33.44461449715666,3612.70639483,17336316979.0,467.0,129378.43351644027,13026775.0,617.79
2014-07-18,629.86,2412825.5353,11.70440174,80489.0,33.22411691406785,4311.70440174,17336316979.0,471.0,132757.99170872322,13031075.0,621.45
2014-07-19,630.92,1920723.95666,11.93230446,73964.0,33.24970420553081,4311.93230446,17336316979.0,435.0,135301.49965149813,13035375.0,624.57
2014-07-20,623.77,1011690.67083,10.17517104,42215.0,33.163508631988805,4435.17517104,17336316979.0,402.0,137763.76534124333,13039800.0,627.44
2014-07-21,619.14,2279965.49295,9.2454258,81228.0,32.796622954083894,3884.2454258000002,17336316979.0,410.0,137148.19891880706,13043675.0,623.25
2014-07-22,621.03,2102604.17487,10.48282137,106760.0,32.87805920283124,3885.48282137,17336316979.0,329.0,139610.46460855225,13047550.0,620.22
2014-07-23,622.01,1821393.43707,11.81677055,73827.0,32.65120110147397,3561.81677055,17336316979.0,437.0,137517.53877226886,13051100.0,620.65
2014-07-24,601.18,6237962.00411,10.83940785,104673.0,32.18523821913495,3660.83940785,17336316979.0,434.0,137763.76534124333,13054750.0,612.94
2014-07-25,602.59,3341942.5641099997,10.64280072,78742.0,32.71269067446445,3585.64280072,17336316979.0,368.0,134193.48009111284,13058325.0,602.84
2014-07-26,595.88,2386789.8420599997,10.57399142,50159.0,30.759932973958467,4085.57399142,18736441558.0,439.0,134706.1595257214,13062400.0,600.16
2014-07-27,592.51,2257131.11307,8.6751365,52915.0,30.104334663814324,3358.6751365,18736441558.0,452.0,130744.6420677949,13065750.0,595.1
2014-07-28,586.96,5624067.34767,8.87012098,76679.0,28.44993816578024,3833.87012098,18736441558.0,354.0,132019.68510761837,13069575.0,592.2
2014-07-29,581.5,2815216.59368,10.40923927,76524.0,28.1521354337734,3760.40923927,18736441558.0,345.0,132895.55947812126,13073325.0,583.73
2014-07-30,573.48,4145810.9785800003,10.79903281,76568.0,27.585305881098996,3735.79903281,18736441558.0,467.0,135238.85032385163,13077050.0,582.82
2014-07-31,586.0,6917701.92177,10.74474618,84153.0,19.15329761254465,4310.74474618,18736441558.0,552.0,140149.98116309062,13081350.0,571.0
2014-08-01,601.94,7216949.14115,11.15814831,166173.0,17.475559550751825,3861.15814831,18736441558.0,515.0,143035.43983986808,13085200.0,578.48
2014-08-02,591.59,2711525.26632,10.47439382,73232.0,20.311397335863237,3935.47439382,18736441558.0,450.0,142237.10250122697,13089125.0,594.19
2014-08-03,589.79,1719802.61778,8.54394338,49181.0,19.952376204562945,4083.54394338,18736441558.0,429.0,146095.7329713257,13093200.0,587.64
2014-08-04,593.94,2323087.9591099997,8.72959644,104633.0,19.811971786679123,3858.72959644,18736441558.0,363.0,146228.78919443252,13097050.0,585.39
2014-08-05,580.21,4052712.0099199996,11.06974336,136298.0,19.895585956757238,3211.06974336,18736441558.0,326.0,143301.55228608174,13100250.0,587.23
2014-08-06,581.6,4620012.306340001,12.43515778,116845.0,19.665080283431312,3387.43515778,18736441558.0,385.0,141438.7651625858,13103625.0,584.01
2014-08-07,587.24,3166937.8448900003,12.63340515,100723.0,19.03806221497818,4112.63340515,18736441558.0,435.0,140374.31537773096,13107725.0,583.18
2014-08-08,589.3,2961285.4482,10.929569699999998,77090.0,19.230159822713443,4010.9295697,18736441558.0,477.0,141172.6527163721,13111725.0,586.43
2014-08-09,588.61,1171969.1403700002,11.094220199999999,92209.0,19.48734771484396,3961.0942202,19729645941.0,477.0,142420.11584131452,13115675.0,590.94
2014-08-10,588.99,1745276.3099900002,9.42100546,55549.0,19.326241924331352,4559.42100546,19729645941.0,427.0,146231.86797992748,13120225.0,588.25
2014-08-11,578.97,2371659.3495099996,10.07841244,74547.0,18.231342189046654,4435.07841244,19729645941.0,440.0,150540.57896977058,13124650.0,589.48
2014-08-12,569.54,4574834.839240001,11.82082046,107325.0,18.73049989137125,4561.82082046,19729645941.0,359.0,159009.29891712347,13129200.0,578.94
2014-08-13,550.14,13355520.1831,12.8358524,124229.0,23.02566836816862,4362.8358524,19729645941.0,388.0,165425.74985195778,13133550.0,555.19
2014-08-14,521.66,12855082.6947,12.32946741,137780.0,23.18717942734571,3637.32946741,19729645941.0,366.0,163920.39680765008,13137175.0,548.18
2014-08-15,498.16,8298506.79055,12.53324892,137490.0,30.543658046369877,4512.53324892,19729645941.0,462.0,167851.09875289098,13141675.0,515.44
2014-08-16,509.0,6187407.025830001,12.41232189,108641.0,31.799514490370086,4137.41232189,19729645941.0,449.0,168831.8647723152,13145800.0,499.4
2014-08-17,491.88,6020978.092209999,12.30871244,82438.0,33.0209883044895,3962.30871244,19729645941.0,423.0,165469.23842000356,13149750.0,510.15
2014-08-18,468.19,12555610.8492,37.37651806,158259.0,33.49008236211484,4287.37651806,19729645941.0,383.0,164488.47240057937,13154000.0,496.57
2014-08-19,487.5,8989449.07859,11.7154226,120733.0,38.58084134563048,4961.7154226,19729645941.0,335.0,166730.22330212046,13158950.0,465.59
2014-08-20,507.3,8069204.96225,12.83558331,102376.0,41.471525183291966,4662.83558331,23844670039.0,495.0,173846.96020464553,13163600.0,481.54
2014-08-21,525.78,8433115.22164,11.87020549,112719.0,45.588499777903735,4236.87020549,23844670039.0,445.0,182148.2242438196,13167825.0,504.05
2014-08-22,518.25,8286029.155289999,11.41675549,146538.0,47.39145119208554,4136.41675549,23844670039.0,461.0,184868.329627662,13171950.0,519.8
2014-08-23,503.88,4840024.88406,10.7530745,71634.0,47.43862773465514,3935.7530745,23844670039.0,382.0,188335.4193652784,13175875.0,512.16
2014-08-24,510.75,3707719.62742,8.68056044,59015.0,47.65066380416237,4058.68056044,23844670039.0,407.0,193629.935820082,13179925.0,500.74
2014-08-25,503.79,2916764.29378,13.362469400000002,111965.0,48.18432353118512,3663.3624694,23844670039.0,371.0,194533.82486588813,13183575.0,507.97
2014-08-26,512.79,3517602.5705199996,12.19192608,95228.0,48.194484251134355,3437.19192608,23844670039.0,306.0,189990.66057802388,13187000.0,503.12
2014-08-27,514.84,3748502.0828,11.55224928,115599.0,48.752713282217925,4336.55224928,23844670039.0,441.0,187789.34276383996,13191325.0,510.97
2014-08-28,509.39,4062969.75669,11.66349514,129559.0,48.63288023520133,4236.66349514,23844670039.0,500.0,187789.34276383996,13195550.0,508.96
2014-08-29,511.99,3752062.19862,10.36404959,73295.0,48.6518678351726,4335.36404959,23844670039.0,453.0,189143.9998802608,13199875.0,509.12
2014-08-30,503.88,2341133.76462,10.28089987,129923.0,48.32464853869555,4260.28089987,23844670039.0,424.0,191345.31769444467,13204125.0,508.91
2014-08-31,477.98,4680272.99326,9.15537219,69007.0,48.02165311591954,4559.15537219,23844670039.0,449.0,194731.9604854968,13208675.0,502.63
2014-09-01,482.59,4469424.45419,9.04186582,87301.0,48.25152744484125,4709.04186582,27428630902.0,401.0,206628.7698093138,13213375.0,482.43
2014-09-02,483.65,3493402.36963,10.78462369,118291.0,48.23094504352354,3410.78462369,27428630902.0,362.0,209920.82536611558,13216775.0,478.48
2014-09-03,472.76,2489654.96886,11.81823902,98304.0,48.25582810445582,3686.81823902,27428630902.0,468.0,209259.542615425,13220450.0,477.75
2014-09-04,486.0,5008741.25569,10.80130356,88537.0,48.16107831517803,4235.80130356,27428630902.0,605.0,213560.8258557477,13224675.0,476.97
2014-09-05,485.91,5118483.65167,11.3135362,90037.0,49.21380035587301,3961.3135362,27428630902.0,489.0,215042.16182145852,13228625.0,487.62
2014-09-06,481.09,1606067.5125,11.40646907,96949.0,49.19470520899761,3636.40646907,27428630902.0,417.0,214499.3084500801,13232250.0,483.33
2014-09-07,480.62,1387220.61562,18.84805354,63545.0,49.02998140658729,4493.84805354,27428630902.0,411.0,218547.10907294753,13236725.0,482.07
2014-09-08,476.61,6226048.98435,10.12912975,106118.0,48.858368223108904,3885.12912975,27428630902.0,353.0,212119.25292374322,13240600.0,482.93
2014-09-09,466.48,3335590.91601,12.41075614,111317.0,49.125617497667214,3612.41075614,27428630902.0,388.0,213677.5210811261,13244200.0,472.59
2014-09-10,485.03,6346407.79646,14.43880809,123307.0,49.02961267927185,3664.43880809,27428630902.0,500.0,213482.73756145328,13247850.0,470.93
2014-09-11,469.0,4074503.78039,12.68042071,102429.0,49.836730724117324,3937.68042071,27428630902.0,528.0,211145.33532537887,13251775.0,480.79
2014-09-12,470.43,3468571.7926199995,9.92569749,95206.0,48.18953685575968,4259.92569749,27428630902.0,422.0,213482.7375614532,13256025.0,475.53
2014-09-13,479.86,2844690.84922,10.57516311,69354.0,48.12118805575616,3860.57516311,27428630902.0,431.0,215235.7892385089,13259875.0,474.44
2014-09-14,475.49,1850051.2091599999,9.42337938,69409.0,43.70260993972821,4534.42337938,29829733124.0,442.0,218711.65033990753,13264400.0,478.16
2014-09-15,475.3,2524429.50586,11.37381374,99823.0,42.42167219562093,3961.37381374,29829733124.0,360.0,221990.1139475689,13268350.0,477.25
2014-09-16,468.0,2796018.21974,12.11120752,93845.0,41.64848635977341,3962.11120752,29829733124.0,360.0,227411.1962716318,13272300.0,473.9
2014-09-17,448.0,5007061.59407,14.71636617,113791.0,42.83618616185032,4289.71636617,29829733124.0,436.0,235196.5648414148,13276575.0,455.35
2014-09-18,428.19,6474529.07013,12.04040423,150250.0,36.63333792659782,4662.04040423,29829733124.0,471.0,244016.83771602626,13281225.0,454.89
2014-09-19,398.89,13959017.8116,12.21500494,194315.0,40.67611625247604,4487.21500494,29829733124.0,497.0,248822.0807583166,13285700.0,426.72
2014-09-20,415.56,8717319.11537,10.81949325,142835.0,42.511991441180406,4285.81949325,29829733124.0,475.0,255049.1811707167,13289975.0,398.59
2014-09-21,406.3,5180652.93045,10.30374396,121411.0,41.743773965755025,4410.30374396,29829733124.0,485.0,253990.00683030675,13294375.0,408.04
2014-09-22,400.98,4898291.21151,9.12513279,85247.0,41.71602484067922,4134.12513279,29829733124.0,522.0,255472.8509068807,13298500.0,402.66
2014-09-23,423.0,5500695.6971,11.78035221,104349.0,41.386070361069656,4186.78035221,29829733124.0,447.0,257379.36471961864,13302675.0,399.96
2014-09-24,431.91,12703948.8531,12.69524397,131058.0,47.30139053622596,3762.69524397,29829733124.0,531.0,252930.83248989683,13306425.0,425.2
2014-09-25,408.08,6189931.28865,12.479384199999998,110876.0,47.32690169559551,3912.4793842,29829733124.0,517.0,246575.7864474371,13310325.0,425.22
2014-09-26,405.14,4146170.29836,13.20874596,116421.0,47.8059489556025,4313.20874596,34661425924.0,539.0,250994.6248450279,13314625.0,410.39
2014-09-27,400.74,2409099.7579099997,47.85534992,86098.0,48.25487984727633,3397.85534992,34661425924.0,504.0,247754.55711865734,13317975.0,399.63
2014-09-28,380.0,3971546.2750800005,10.19035228,92933.0,48.324690797222424,3360.19035228,34661425924.0,515.0,243455.315051877,13321325.0,400.86
