,PRICE_1,PRICE_2,PRICE_3,PRICE_4,PRICE_5,PRICE_6,PRICE_7
2014-01-13,-0.16117924266847025,-0.15173150332438134,-0.15762100317524197,-0.17090743438640965,-0.16791711095022865,-0.15688481569388438,-0.15733353949204518
2014-01-14,-0.15173150332438134,-0.15762100317524197,-0.17090743438640965,-0.16791711095022865,-0.15688481569388438,-0.15733353949204518,-0.1605447191726335
2014-01-15,-0.15762100317524197,-0.17090743438640965,-0.16791711095022865,-0.15688481569388438,-0.15733353949204518,-0.1605447191726335,-0.16387859676678138
2014-01-16,-0.17090743438640965,-0.16791711095022865,-0.15688481569388438,-0.15733353949204518,-0.1605447191726335,-0.16387859676678138,-0.16388911373080076
2014-01-17,-0.16791711095022865,-0.15688481569388438,-0.15733353949204518,-0.1605447191726335,-0.16387859676678138,-0.16388911373080076,-0.17227463970893087
2014-01-18,-0.15688481569388438,-0.15733353949204518,-0.1605447191726335,-0.16387859676678138,-0.16388911373080076,-0.17227463970893087,-0.16635008331133894
2014-01-19,-0.15733353949204518,-0.1605447191726335,-0.16387859676678138,-0.16388911373080076,-0.17227463970893087,-0.16635008331133894,-0.1590688385552452
2014-01-20,-0.1605447191726335,-0.16387859676678138,-0.16388911373080076,-0.17227463970893087,-0.16635008331133894,-0.1590688385552452,-0.17651648186341976
2014-01-21,-0.16387859676678138,-0.16388911373080076,-0.17227463970893087,-0.16635008331133894,-0.1590688385552452,-0.17651648186341976,-0.16838336302175508
2014-01-22,-0.16388911373080076,-0.17227463970893087,-0.16635008331133894,-0.1590688385552452,-0.17651648186341976,-0.16838336302175508,-0.16719144043289044
2014-01-23,-0.17227463970893087,-0.16635008331133894,-0.1590688385552452,-0.17651648186341976,-0.16838336302175508,-0.16719144043289044,-0.168674332359625
2014-01-24,-0.16635008331133894,-0.1590688385552452,-0.17651648186341976,-0.16838336302175508,-0.16719144043289044,-0.168674332359625,-0.1675770624469349
2014-01-25,-0.1590688385552452,-0.17651648186341976,-0.16838336302175508,-0.16719144043289044,-0.168674332359625,-0.1675770624469349,-0.16284793429288075
2014-01-26,-0.17651648186341976,-0.16838336302175508,-0.16719144043289044,-0.168674332359625,-0.1675770624469349,-0.16284793429288075,-0.16159290991989972
2014-01-27,-0.16838336302175508,-0.16719144043289044,-0.168674332359625,-0.1675770624469349,-0.16284793429288075,-0.16159290991989972,-0.16361567266629654
2014-01-28,-0.16719144043289044,-0.168674332359625,-0.1675770624469349,-0.16284793429288075,-0.16159290991989972,-0.16361567266629654,-0.1652808586360339
2014-01-29,-0.168674332359625,-0.1675770624469349,-0.16284793429288075,-0.16159290991989972,-0.16361567266629654,-0.1652808586360339,-0.16845347611521774
2014-01-30,-0.1675770624469349,-0.16284793429288075,-0.16159290991989972,-0.16361567266629654,-0.1652808586360339,-0.16845347611521774,-0.17616591639610663
2014-01-31,-0.16284793429288075,-0.16159290991989972,-0.16361567266629654,-0.1652808586360339,-0.16845347611521774,-0.17616591639610663,-0.18851283215487513
2014-02-01,-0.16159290991989972,-0.16361567266629654,-0.1652808586360339,-0.16845347611521774,-0.17616591639610663,-0.18851283215487513,-0.20105606457533898
2014-02-02,-0.16361567266629654,-0.1652808586360339,-0.16845347611521774,-0.17616591639610663,-0.18851283215487513,-0.20105606457533898,-0.2000043681733996
2014-02-03,-0.1652808586360339,-0.16845347611521774,-0.17616591639610663,-0.18851283215487513,-0.20105606457533898,-0.2000043681733996,-0.2157798142024905
2014-02-04,-0.16845347611521774,-0.17616591639610663,-0.18851283215487513,-0.20105606457533898,-0.2000043681733996,-0.2157798142024905,-0.21402698686592483
2014-02-05,-0.17616591639610663,-0.18851283215487513,-0.20105606457533898,-0.2000043681733996,-0.2157798142024905,-0.21402698686592483,-0.21507517761319112
2014-02-06,-0.18851283215487513,-0.20105606457533898,-0.2000043681733996,-0.2157798142024905,-0.21402698686592483,-0.21507517761319112,-0.22665084934387073
2014-02-07,-0.20105606457533898,-0.2000043681733996,-0.2157798142024905,-0.21402698686592483,-0.21507517761319112,-0.22665084934387073,-0.21329079938456727
2014-02-08,-0.2000043681733996,-0.2157798142024905,-0.21402698686592483,-0.21507517761319112,-0.22665084934387073,-0.21329079938456727,-0.22054049324860284
2014-02-09,-0.2157798142024905,-0.21402698686592483,-0.21507517761319112,-0.22665084934387073,-0.21329079938456727,-0.22054049324860284,-0.23032828109598547
2014-02-10,-0.21402698686592483,-0.21507517761319112,-0.22665084934387073,-0.21329079938456727,-0.22054049324860284,-0.23032828109598547,-0.22384281995069252
2014-02-11,-0.21507517761319112,-0.22665084934387073,-0.21329079938456727,-0.22054049324860284,-0.23032828109598547,-0.22384281995069252,-0.22918193201787154
2014-02-12,-0.22665084934387073,-0.21329079938456727,-0.22054049324860284,-0.23032828109598547,-0.22384281995069252,-0.22918193201787154,-0.23017753794504084
2014-02-13,-0.21329079938456727,-0.22054049324860284,-0.23032828109598547,-0.22384281995069252,-0.22918193201787154,-0.23017753794504084,-0.24463135216236123
2014-02-14,-0.22054049324860284,-0.23032828109598547,-0.22384281995069252,-0.22918193201787154,-0.23017753794504084,-0.24463135216236123,-0.25042970499172046
2014-02-15,-0.23032828109598547,-0.22384281995069252,-0.22918193201787154,-0.23017753794504084,-0.24463135216236123,-0.25042970499172046,-0.23717131901793778
2014-02-16,-0.22384281995069252,-0.22918193201787154,-0.23017753794504084,-0.24463135216236123,-0.25042970499172046,-0.23717131901793778,-0.22918193201787154
2014-02-17,-0.22918193201787154,-0.23017753794504084,-0.24463135216236123,-0.25042970499172046,-0.23717131901793778,-0.22918193201787154,-0.2578476702800663
2014-02-18,-0.23017753794504084,-0.24463135216236123,-0.25042970499172046,-0.23717131901793778,-0.22918193201787154,-0.2578476702800663,-0.26380728322438957
2014-02-19,-0.24463135216236123,-0.25042970499172046,-0.23717131901793778,-0.22918193201787154,-0.2578476702800663,-0.26380728322438957,-0.24369183670996206
2014-02-20,-0.25042970499172046,-0.23717131901793778,-0.22918193201787154,-0.2578476702800663,-0.26380728322438957,-0.24369183670996206,-0.24376545545809783
2014-02-21,-0.23717131901793778,-0.22918193201787154,-0.2578476702800663,-0.26380728322438957,-0.24369183670996206,-0.24376545545809783,-0.24628952682275235
2014-02-22,-0.22918193201787154,-0.2578476702800663,-0.26380728322438957,-0.24369183670996206,-0.24376545545809783,-0.24628952682275235,-0.24855768539626832
2014-02-23,-0.2578476702800663,-0.26380728322438957,-0.24369183670996206,-0.24376545545809783,-0.24628952682275235,-0.24855768539626832,-0.2526312561264469
2014-02-24,-0.26380728322438957,-0.24369183670996206,-0.24376545545809783,-0.24628952682275235,-0.24855768539626832,-0.2526312561264469,-0.2152539660015208
2014-02-25,-0.24369183670996206,-0.24376545545809783,-0.24628952682275235,-0.24855768539626832,-0.2526312561264469,-0.2152539660015208,-0.2113591836596719
2014-02-26,-0.24376545545809783,-0.24628952682275235,-0.24855768539626832,-0.2526312561264469,-0.2152539660015208,-0.2113591836596719,-0.21583239902258747
2014-02-27,-0.24628952682275235,-0.24855768539626832,-0.2526312561264469,-0.2152539660015208,-0.2113591836596719,-0.21583239902258747,-0.2185773266316493
2014-02-28,-0.24855768539626832,-0.2526312561264469,-0.2152539660015208,-0.2113591836596719,-0.21583239902258747,-0.2185773266316493,-0.23109952512407436
2014-03-01,-0.2526312561264469,-0.2152539660015208,-0.2113591836596719,-0.21583239902258747,-0.2185773266316493,-0.23109952512407436,-0.2354114803720259
2014-03-02,-0.2152539660015208,-0.2113591836596719,-0.21583239902258747,-0.2185773266316493,-0.23109952512407436,-0.2354114803720259,-0.22524858747461818
2014-03-03,-0.2113591836596719,-0.21583239902258747,-0.2185773266316493,-0.23109952512407436,-0.2354114803720259,-0.22524858747461818,-0.23085763495162828
2014-03-04,-0.21583239902258747,-0.2185773266316493,-0.23109952512407436,-0.2354114803720259,-0.22524858747461818,-0.23085763495162828,-0.23053862037637335
2014-03-05,-0.2185773266316493,-0.23109952512407436,-0.2354114803720259,-0.22524858747461818,-0.23085763495162828,-0.23053862037637335,-0.22380776340396122
2014-03-06,-0.23109952512407436,-0.2354114803720259,-0.22524858747461818,-0.23085763495162828,-0.23053862037637335,-0.22380776340396122,-0.22362897501563153
2014-03-07,-0.2354114803720259,-0.22524858747461818,-0.23085763495162828,-0.23053862037637335,-0.22380776340396122,-0.22362897501563153,-0.22578144698493413
2014-03-08,-0.22524858747461818,-0.23085763495162828,-0.23053862037637335,-0.22380776340396122,-0.22362897501563153,-0.22578144698493413,-0.22584454876905052
2014-03-09,-0.23085763495162828,-0.23053862037637335,-0.22380776340396122,-0.22362897501563153,-0.22578144698493413,-0.22584454876905052,-0.22631781214992322
2014-03-10,-0.23053862037637335,-0.22380776340396122,-0.22362897501563153,-0.22578144698493413,-0.22584454876905052,-0.22631781214992322,-0.2299076025352097
2014-03-11,-0.22380776340396122,-0.22362897501563153,-0.22578144698493413,-0.22584454876905052,-0.22631781214992322,-0.2299076025352097,-0.2291013019603895
2014-03-12,-0.22362897501563153,-0.22578144698493413,-0.22584454876905052,-0.22631781214992322,-0.2299076025352097,-0.2291013019603895,-0.23561831399774064
2014-03-13,-0.22578144698493413,-0.22584454876905052,-0.22631781214992322,-0.2299076025352097,-0.2291013019603895,-0.23561831399774064,-0.24207222425097538
2014-03-14,-0.22584454876905052,-0.22631781214992322,-0.2299076025352097,-0.2291013019603895,-0.23561831399774064,-0.24207222425097538,-0.24558138457877982
2014-03-15,-0.22631781214992322,-0.2299076025352097,-0.2291013019603895,-0.23561831399774064,-0.24207222425097538,-0.24558138457877982,-0.2536408846723087
2014-03-16,-0.2299076025352097,-0.2291013019603895,-0.23561831399774064,-0.24207222425097538,-0.24558138457877982,-0.2536408846723087,-0.2500896564884267
2014-03-17,-0.2291013019603895,-0.23561831399774064,-0.24207222425097538,-0.24558138457877982,-0.2536408846723087,-0.2500896564884267,-0.24838240266261175
2014-03-18,-0.23561831399774064,-0.24207222425097538,-0.24558138457877982,-0.2536408846723087,-0.2500896564884267,-0.24838240266261175,-0.24557086761476044
2014-03-19,-0.24207222425097538,-0.24558138457877982,-0.2536408846723087,-0.2500896564884267,-0.24838240266261175,-0.24557086761476044,-0.24357965576042184
2014-03-20,-0.24558138457877982,-0.2536408846723087,-0.2500896564884267,-0.24838240266261175,-0.24557086761476044,-0.24357965576042184,-0.26654169386943194
2014-03-21,-0.2536408846723087,-0.2500896564884267,-0.24838240266261175,-0.24557086761476044,-0.24357965576042184,-0.26654169386943194,-0.27257141990721784
2014-03-22,-0.2500896564884267,-0.24838240266261175,-0.24557086761476044,-0.24357965576042184,-0.26654169386943194,-0.27257141990721784,-0.273644150237196
2014-03-23,-0.24838240266261175,-0.24557086761476044,-0.24357965576042184,-0.26654169386943194,-0.27257141990721784,-0.273644150237196,-0.2914949438327807
2014-03-24,-0.24557086761476044,-0.24357965576042184,-0.26654169386943194,-0.27257141990721784,-0.273644150237196,-0.2914949438327807,-0.28869743140362186
2014-03-25,-0.24357965576042184,-0.26654169386943194,-0.27257141990721784,-0.273644150237196,-0.2914949438327807,-0.28869743140362186,-0.2808062027344033
2014-03-26,-0.26654169386943194,-0.27257141990721784,-0.273644150237196,-0.2914949438327807,-0.28869743140362186,-0.2808062027344033,-0.2929042170113795
2014-03-27,-0.27257141990721784,-0.273644150237196,-0.2914949438327807,-0.28869743140362186,-0.2808062027344033,-0.2929042170113795,-0.2924449762491993
2014-03-28,-0.273644150237196,-0.2914949438327807,-0.28869743140362186,-0.2808062027344033,-0.2929042170113795,-0.2924449762491993,-0.2925501458893932
2014-03-29,-0.2914949438327807,-0.28869743140362186,-0.2808062027344033,-0.2929042170113795,-0.2924449762491993,-0.2925501458893932,-0.29050634921495766
2014-03-30,-0.28869743140362186,-0.2808062027344033,-0.2929042170113795,-0.2924449762491993,-0.2925501458893932,-0.29050634921495766,-0.2877614216058958
2014-03-31,-0.2808062027344033,-0.2929042170113795,-0.2924449762491993,-0.2925501458893932,-0.29050634921495766,-0.2877614216058958,-0.2919436676309415
2014-04-01,-0.2929042170113795,-0.2924449762491993,-0.2925501458893932,-0.29050634921495766,-0.2877614216058958,-0.2919436676309415,-0.2897245882228494
2014-04-02,-0.2924449762491993,-0.2925501458893932,-0.29050634921495766,-0.2877614216058958,-0.2919436676309415,-0.2897245882228494,-0.29357029139927443
2014-04-03,-0.2925501458893932,-0.29050634921495766,-0.2877614216058958,-0.2919436676309415,-0.2897245882228494,-0.29357029139927443,-0.30832909757315724
2014-04-04,-0.29050634921495766,-0.2877614216058958,-0.2919436676309415,-0.2897245882228494,-0.29357029139927443,-0.30832909757315724,-0.2988673356103758
2014-04-05,-0.2877614216058958,-0.2919436676309415,-0.2897245882228494,-0.29357029139927443,-0.30832909757315724,-0.2988673356103758,-0.29992253766698834
2014-04-06,-0.2919436676309415,-0.2897245882228494,-0.29357029139927443,-0.30832909757315724,-0.2988673356103758,-0.29992253766698834,-0.3069268357039047
2014-04-07,-0.2897245882228494,-0.29357029139927443,-0.30832909757315724,-0.2988673356103758,-0.29992253766698834,-0.3069268357039047,-0.2900506141074506
2014-04-08,-0.29357029139927443,-0.30832909757315724,-0.2988673356103758,-0.29992253766698834,-0.3069268357039047,-0.2900506141074506,-0.2771603218743467
2014-04-09,-0.30832909757315724,-0.2988673356103758,-0.29992253766698834,-0.3069268357039047,-0.2900506141074506,-0.2771603218743467,-0.2695916134350562
2014-04-10,-0.2988673356103758,-0.29992253766698834,-0.3069268357039047,-0.2900506141074506,-0.2771603218743467,-0.2695916134350562,-0.2753759436457229
2014-04-11,-0.29992253766698834,-0.3069268357039047,-0.2900506141074506,-0.2771603218743467,-0.2695916134350562,-0.2753759436457229,-0.2806414369647661
2014-04-12,-0.3069268357039047,-0.2900506141074506,-0.2771603218743467,-0.2695916134350562,-0.2753759436457229,-0.2806414369647661,-0.27365817285588856
2014-04-13,-0.2900506141074506,-0.2771603218743467,-0.2695916134350562,-0.2753759436457229,-0.2806414369647661,-0.27365817285588856,-0.2735565088703677
2014-04-14,-0.2771603218743467,-0.2695916134350562,-0.2753759436457229,-0.2806414369647661,-0.27365817285588856,-0.2735565088703677,-0.2748500954447532
2014-04-15,-0.2695916134350562,-0.2753759436457229,-0.2806414369647661,-0.27365817285588856,-0.2735565088703677,-0.2748500954447532,-0.27596138797613584
2014-04-16,-0.2753759436457229,-0.2806414369647661,-0.27365817285588856,-0.2735565088703677,-0.2748500954447532,-0.27596138797613584,-0.278075297744034
2014-04-17,-0.2806414369647661,-0.27365817285588856,-0.2735565088703677,-0.2748500954447532,-0.27596138797613584,-0.278075297744034,-0.2765678662345875
2014-04-18,-0.27365817285588856,-0.2735565088703677,-0.2748500954447532,-0.27596138797613584,-0.278075297744034,-0.2765678662345875,-0.28794371564889865
2014-04-19,-0.2735565088703677,-0.2748500954447532,-0.27596138797613584,-0.278075297744034,-0.2765678662345875,-0.28794371564889865,-0.28628554098850756
2014-04-20,-0.2748500954447532,-0.27596138797613584,-0.278075297744034,-0.2765678662345875,-0.28794371564889865,-0.28628554098850756,-0.2946219878012138
2014-04-21,-0.27596138797613584,-0.278075297744034,-0.2765678662345875,-0.28794371564889865,-0.28628554098850756,-0.2946219878012138,-0.2922030860767532
2014-04-22,-0.278075297744034,-0.2765678662345875,-0.28794371564889865,-0.28628554098850756,-0.2946219878012138,-0.2922030860767532,-0.29195769024963397
2014-04-23,-0.2765678662345875,-0.28794371564889865,-0.28628554098850756,-0.2946219878012138,-0.2922030860767532,-0.29195769024963397,-0.29150195514212696
2014-04-24,-0.28794371564889865,-0.28628554098850756,-0.2946219878012138,-0.2922030860767532,-0.29195769024963397,-0.29150195514212696,-0.2876422293470094
2014-04-25,-0.28628554098850756,-0.2946219878012138,-0.2922030860767532,-0.29195769024963397,-0.29150195514212696,-0.2876422293470094,-0.29202429768842353
2014-04-26,-0.2946219878012138,-0.2922030860767532,-0.29195769024963397,-0.29150195514212696,-0.2876422293470094,-0.29202429768842353,-0.29658515441816735
2014-04-27,-0.2922030860767532,-0.29195769024963397,-0.29150195514212696,-0.2876422293470094,-0.29202429768842353,-0.29658515441816735,-0.2959856874690619
2014-04-28,-0.29195769024963397,-0.29150195514212696,-0.2876422293470094,-0.29202429768842353,-0.29658515441816735,-0.2959856874690619,-0.29892342608514594
2014-04-29,-0.29150195514212696,-0.2876422293470094,-0.29202429768842353,-0.29658515441816735,-0.2959856874690619,-0.29892342608514594,-0.29804701241686316
2014-04-30,-0.2876422293470094,-0.29202429768842353,-0.29658515441816735,-0.2959856874690619,-0.29892342608514594,-0.29804701241686316,-0.29232578399031284
2014-05-01,-0.29202429768842353,-0.29658515441816735,-0.2959856874690619,-0.29892342608514594,-0.29804701241686316,-0.29232578399031284,-0.2941311961469754
2014-05-02,-0.29658515441816735,-0.2959856874690619,-0.29892342608514594,-0.29804701241686316,-0.29232578399031284,-0.2941311961469754,-0.29044324743084127
2014-05-03,-0.2959856874690619,-0.29892342608514594,-0.29804701241686316,-0.29232578399031284,-0.2941311961469754,-0.29044324743084127,-0.290303021243916
2014-05-04,-0.29892342608514594,-0.29804701241686316,-0.29232578399031284,-0.2941311961469754,-0.29044324743084127,-0.290303021243916,-0.2964098716845108
2014-05-05,-0.29804701241686316,-0.29232578399031284,-0.2941311961469754,-0.29044324743084127,-0.290303021243916,-0.2964098716845108,-0.2941311961469754
2014-05-06,-0.29232578399031284,-0.2941311961469754,-0.29044324743084127,-0.290303021243916,-0.2964098716845108,-0.2941311961469754,-0.2950251380886239
2014-05-07,-0.2941311961469754,-0.29044324743084127,-0.290303021243916,-0.2964098716845108,-0.2941311961469754,-0.2950251380886239,-0.29203130899776975
2014-05-08,-0.29044324743084127,-0.290303021243916,-0.2964098716845108,-0.2941311961469754,-0.2950251380886239,-0.29203130899776975,-0.29150546079680006
2014-05-09,-0.290303021243916,-0.2964098716845108,-0.2941311961469754,-0.2950251380886239,-0.29203130899776975,-0.29150546079680006,-0.29132316675379727
2014-05-10,-0.2964098716845108,-0.2941311961469754,-0.2950251380886239,-0.29203130899776975,-0.29150546079680006,-0.29132316675379727,-0.2914739099047419
2014-05-11,-0.2941311961469754,-0.2950251380886239,-0.29203130899776975,-0.29150546079680006,-0.29132316675379727,-0.2914739099047419,-0.29215400691132937
2014-05-12,-0.2950251380886239,-0.29203130899776975,-0.29150546079680006,-0.29132316675379727,-0.2914739099047419,-0.29215400691132937,-0.29240641404779477
2014-05-13,-0.29203130899776975,-0.29150546079680006,-0.29132316675379727,-0.2914739099047419,-0.29215400691132937,-0.29240641404779477,-0.27887809266418107
2014-05-14,-0.29150546079680006,-0.29132316675379727,-0.2914739099047419,-0.29215400691132937,-0.29240641404779477,-0.27887809266418107,-0.2754215171564736
2014-05-15,-0.29132316675379727,-0.2914739099047419,-0.29215400691132937,-0.29240641404779477,-0.27887809266418107,-0.2754215171564736,-0.26526563556841215
2014-05-16,-0.2914739099047419,-0.29215400691132937,-0.29240641404779477,-0.27887809266418107,-0.2754215171564736,-0.26526563556841215,-0.26399308292206547
2014-05-17,-0.29215400691132937,-0.29240641404779477,-0.27887809266418107,-0.2754215171564736,-0.26526563556841215,-0.26399308292206547,-0.26607894745257865
2014-05-18,-0.29240641404779477,-0.27887809266418107,-0.2754215171564736,-0.26526563556841215,-0.26399308292206547,-0.26607894745257865,-0.24733070626067236
2014-05-19,-0.27887809266418107,-0.2754215171564736,-0.26526563556841215,-0.26399308292206547,-0.26607894745257865,-0.24733070626067236,-0.24417561705485416
2014-05-20,-0.2754215171564736,-0.26526563556841215,-0.26399308292206547,-0.26607894745257865,-0.24733070626067236,-0.24417561705485416,-0.24492232150023113
2014-05-21,-0.26526563556841215,-0.26399308292206547,-0.26607894745257865,-0.24733070626067236,-0.24417561705485416,-0.24492232150023113,-0.24756558512377214
2014-05-22,-0.26399308292206547,-0.26607894745257865,-0.24733070626067236,-0.24417561705485416,-0.24492232150023113,-0.24756558512377214,-0.24978466453186426
2014-05-23,-0.26607894745257865,-0.24733070626067236,-0.24417561705485416,-0.24492232150023113,-0.24756558512377214,-0.24978466453186426,-0.23540096340800648
2014-05-24,-0.24733070626067236,-0.24417561705485416,-0.24492232150023113,-0.24756558512377214,-0.24978466453186426,-0.23540096340800648,-0.2313975057712905
2014-05-25,-0.24417561705485416,-0.24492232150023113,-0.24756558512377214,-0.24978466453186426,-0.23540096340800648,-0.2313975057712905,-0.21228117083870546
2014-05-26,-0.24492232150023113,-0.24756558512377214,-0.24978466453186426,-0.23540096340800648,-0.2313975057712905,-0.21228117083870546,-0.22752726301215354
2014-05-27,-0.24756558512377214,-0.24978466453186426,-0.23540096340800648,-0.2313975057712905,-0.21228117083870546,-0.22752726301215354,-0.21265978154340365
2014-05-28,-0.24978466453186426,-0.23540096340800648,-0.2313975057712905,-0.21228117083870546,-0.22752726301215354,-0.21265978154340365,-0.22291031580763962
2014-05-29,-0.23540096340800648,-0.2313975057712905,-0.21228117083870546,-0.22752726301215354,-0.21265978154340365,-0.22291031580763962,-0.21798136533721696
2014-05-30,-0.2313975057712905,-0.21228117083870546,-0.22752726301215354,-0.21265978154340365,-0.22291031580763962,-0.21798136533721696,-0.21902254477513697
2014-05-31,-0.21228117083870546,-0.22752726301215354,-0.21265978154340365,-0.22291031580763962,-0.21798136533721696,-0.21902254477513697,-0.21953086470274102
2014-06-01,-0.22752726301215354,-0.21265978154340365,-0.22291031580763962,-0.21798136533721696,-0.21902254477513697,-0.21953086470274102,-0.22033716527756123
2014-06-02,-0.21265978154340365,-0.22291031580763962,-0.21798136533721696,-0.21902254477513697,-0.21953086470274102,-0.22033716527756123,-0.22071227032758628
2014-06-03,-0.22291031580763962,-0.21798136533721696,-0.21902254477513697,-0.21953086470274102,-0.22033716527756123,-0.22071227032758628,-0.22107685841359193
2014-06-04,-0.21798136533721696,-0.21902254477513697,-0.21953086470274102,-0.22033716527756123,-0.22071227032758628,-0.22107685841359193,-0.22454745653999192
2014-06-05,-0.21902254477513697,-0.21953086470274102,-0.22033716527756123,-0.22071227032758628,-0.22107685841359193,-0.22454745653999192,-0.23260695663352082
2014-06-06,-0.21953086470274102,-0.22033716527756123,-0.22071227032758628,-0.22107685841359193,-0.22454745653999192,-0.23260695663352082,-0.24487674798948042
2014-06-07,-0.22033716527756123,-0.22071227032758628,-0.22107685841359193,-0.22454745653999192,-0.23260695663352082,-0.24487674798948042,-0.25331836444238065
2014-06-08,-0.22071227032758628,-0.22107685841359193,-0.22454745653999192,-0.23260695663352082,-0.24487674798948042,-0.25331836444238065,-0.2524174111913859
2014-06-09,-0.22107685841359193,-0.22454745653999192,-0.23260695663352082,-0.24487674798948042,-0.25331836444238065,-0.2524174111913859,-0.24031939691440973
2014-06-10,-0.22454745653999192,-0.23260695663352082,-0.24487674798948042,-0.25331836444238065,-0.2524174111913859,-0.24031939691440973,-0.23939039842602994
2014-06-11,-0.23260695663352082,-0.24487674798948042,-0.25331836444238065,-0.2524174111913859,-0.24031939691440973,-0.23939039842602994,-0.23695396842820365
2014-06-12,-0.24487674798948042,-0.25331836444238065,-0.2524174111913859,-0.24031939691440973,-0.23939039842602994,-0.23695396842820365,-0.23705212675905132
2014-06-13,-0.25331836444238065,-0.2524174111913859,-0.24031939691440973,-0.23939039842602994,-0.23695396842820365,-0.23705212675905132,-0.24090484124482264
2014-06-14,-0.2524174111913859,-0.24031939691440973,-0.23939039842602994,-0.23695396842820365,-0.23705212675905132,-0.24090484124482264,-0.2417251644383354
2014-06-15,-0.24031939691440973,-0.23939039842602994,-0.23695396842820365,-0.23705212675905132,-0.24090484124482264,-0.2417251644383354,-0.23994078620971152
2014-06-16,-0.23939039842602994,-0.23695396842820365,-0.23705212675905132,-0.24090484124482264,-0.2417251644383354,-0.23994078620971152,-0.24154637605000567
2014-06-17,-0.23695396842820365,-0.23705212675905132,-0.24090484124482264,-0.2417251644383354,-0.23994078620971152,-0.24154637605000567,-0.24363574623519196
2014-06-18,-0.23705212675905132,-0.24090484124482264,-0.2417251644383354,-0.23994078620971152,-0.24154637605000567,-0.24363574623519196,-0.2501352299991774
2014-06-19,-0.24090484124482264,-0.2417251644383354,-0.23994078620971152,-0.24154637605000567,-0.24363574623519196,-0.2501352299991774,-0.24943409906455113
2014-06-20,-0.2417251644383354,-0.23994078620971152,-0.24154637605000567,-0.24363574623519196,-0.2501352299991774,-0.24943409906455113,-0.2424333066823079
2014-06-21,-0.23994078620971152,-0.24154637605000567,-0.24363574623519196,-0.2501352299991774,-0.24943409906455113,-0.2424333066823079,-0.23959022074239839
2014-06-22,-0.24154637605000567,-0.24363574623519196,-0.2501352299991774,-0.24943409906455113,-0.2424333066823079,-0.23959022074239839,-0.2399688314470966
2014-06-23,-0.24363574623519196,-0.2501352299991774,-0.24943409906455113,-0.2424333066823079,-0.23959022074239839,-0.2399688314470966,-0.23155526023158143
2014-06-24,-0.2501352299991774,-0.24943409906455113,-0.2424333066823079,-0.23959022074239839,-0.2399688314470966,-0.23155526023158143,-0.21947827988264404
2014-06-25,-0.24943409906455113,-0.2424333066823079,-0.23959022074239839,-0.2399688314470966,-0.23155526023158143,-0.21947827988264404,-0.21963603434293497
2014-06-26,-0.2424333066823079,-0.23959022074239839,-0.2399688314470966,-0.23155526023158143,-0.21947827988264404,-0.21963603434293497,-0.22312766639737375
2014-06-27,-0.23959022074239839,-0.2399688314470966,-0.23155526023158143,-0.21947827988264404,-0.21963603434293497,-0.22312766639737375,-0.22612500114290102
2014-06-28,-0.2399688314470966,-0.23155526023158143,-0.21947827988264404,-0.21963603434293497,-0.22312766639737375,-0.22612500114290102,-0.22707503355931963
2014-06-29,-0.23155526023158143,-0.21947827988264404,-0.21963603434293497,-0.22312766639737375,-0.22612500114290102,-0.22707503355931963,-0.22647556661021415
2014-06-30,-0.21947827988264404,-0.21963603434293497,-0.22312766639737375,-0.22612500114290102,-0.22707503355931963,-0.22647556661021415,-0.23086114060630142
2014-07-01,-0.21963603434293497,-0.22312766639737375,-0.22612500114290102,-0.22707503355931963,-0.22647556661021415,-0.23086114060630142,-0.23025816800252283
2014-07-02,-0.22312766639737375,-0.22612500114290102,-0.22707503355931963,-0.22647556661021415,-0.23086114060630142,-0.23025816800252283,-0.22985852336978585
2014-07-03,-0.22612500114290102,-0.22707503355931963,-0.22647556661021415,-0.23086114060630142,-0.23025816800252283,-0.22985852336978585,-0.23163238463439034
2014-07-04,-0.22707503355931963,-0.22647556661021415,-0.23086114060630142,-0.23025816800252283,-0.22985852336978585,-0.23163238463439034,-0.22794093026358306
2014-07-05,-0.22647556661021415,-0.23086114060630142,-0.23025816800252283,-0.22985852336978585,-0.23163238463439034,-0.22794093026358306,-0.22735548593317012
2014-07-06,-0.23086114060630142,-0.23025816800252283,-0.22985852336978585,-0.23163238463439034,-0.22794093026358306,-0.22735548593317012,-0.2277340966378683
2014-07-07,-0.23025816800252283,-0.22985852336978585,-0.23163238463439034,-0.22794093026358306,-0.22735548593317012,-0.2277340966378683,-0.23057367692310468
2014-07-08,-0.22985852336978585,-0.23163238463439034,-0.22794093026358306,-0.22735548593317012,-0.2277340966378683,-0.23057367692310468,-0.23044396770019882
2014-07-09,-0.23163238463439034,-0.22794093026358306,-0.22735548593317012,-0.2277340966378683,-0.23057367692310468,-0.23044396770019882,-0.23173755427458426
2014-07-10,-0.22794093026358306,-0.22735548593317012,-0.2277340966378683,-0.23057367692310468,-0.23044396770019882,-0.23173755427458426,-0.22945186742770263
2014-07-11,-0.22735548593317012,-0.2277340966378683,-0.23057367692310468,-0.23044396770019882,-0.23173755427458426,-0.22945186742770263,-0.22809868472387396
2014-07-12,-0.2277340966378683,-0.23057367692310468,-0.23044396770019882,-0.23173755427458426,-0.22945186742770263,-0.22809868472387396,-0.22772708532852204
